Timestamp,Weight (kg),w_smooth,consumption (kg),Weight (kg),w_smooth,consumption (kg)
2025-11-20 15:20:18,0.006953,0.006953,0,1.233768,1.233582,0.0
2025-11-20 15:21:18,0.006953,0.006953,0,1.233027,1.233582,0.0
2025-11-20 15:22:18,0.006953,0.006953,0,1.233582,1.233027,0.0
2025-11-20 15:23:18,0.007157,0.007157,0,1.233027,1.233027,0.0
2025-11-20 15:24:18,0.007157,0.007157,0,1.233027,1.233582,0.0
2025-11-20 15:25:18,0.007157,0.007157,0,1.233582,1.233582,0.0
2025-11-20 15:26:18,0.007157,0.007157,0,1.233635,1.233635,0.0
2025-11-20 15:27:18,0.007374,0.007157,0,1.233635,1.233635,0.0
2025-11-20 15:28:18,0.006905,0.006905,0,1.234139,1.234123,0.0
2025-11-20 15:29:18,0.006905,0.006905,0,1.234139,1.234123,0.0
2025-11-20 15:30:18,0.00686,0.00686,0,1.234123,1.234123,0.0
2025-11-20 15:31:18,0.00686,0.00686,0,1.234076,1.234076,0.0
2025-11-20 15:32:18,0.006656,0.006656,0,1.234076,1.234076,0.0
2025-11-20 15:33:18,0.006449,0.006449,0,1.233709,1.233709,0.0
2025-11-20 15:34:18,0.006379,0.006379,0,1.233339,1.233339,0.0
2025-11-20 15:35:18,0.006379,0.006379,0,1.233289,1.233289,0.0
2025-11-20 15:36:18,0.006379,0.006379,0,1.233289,1.233289,0.0
2025-11-20 15:37:18,0.005689,0.005689,0,1.233289,1.233289,0.0
2025-11-20 15:38:18,0.005689,0.005689,0,1.233719,1.233719,0.0
2025-11-20 15:39:18,0.005622,0.005689,0,1.233958,1.233719,0.0
2025-11-20 15:40:18,0.005622,0.005689,0,1.233958,1.233719,0.0
2025-11-20 15:41:18,0.005689,0.005689,0,1.233719,1.233719,0.0
2025-11-20 15:42:18,0.005753,0.005753,0,1.233719,1.233719,0.0
2025-11-20 15:43:18,0.006002,0.006002,0,1.232694,1.232694,0.0
2025-11-20 15:44:18,0.006714,0.006714,0,1.232613,1.232694,0.0
2025-11-20 15:45:18,0.006879,0.006879,0,1.232694,1.232694,0.0
2025-11-20 15:46:18,0.007013,0.006879,0,1.233373,1.232753,0.0
2025-11-20 15:47:18,0.007013,0.006879,0,1.232753,1.233006,0.0
2025-11-20 15:48:18,0.006879,0.006879,0,1.233006,1.233006,0.0
2025-11-20 15:49:18,0.006707,0.006707,0,1.233006,1.233006,0.0
2025-11-20 15:50:18,0.006653,0.006653,0,1.233006,1.233006,0.0
2025-11-20 15:51:18,0.006557,0.006557,0,1.232971,1.23299,0.0
2025-11-20 15:52:18,0.006238,0.006557,0,1.23299,1.232971,0.0
2025-11-20 15:53:18,0.006238,0.006554,0,1.232971,1.232971,0.0
2025-11-20 15:54:18,0.006653,0.006554,0,1.232579,1.232971,0.0
2025-11-20 15:55:18,0.006554,0.006653,0,1.232579,1.232579,0.0
2025-11-20 15:56:18,0.006688,0.006688,0,1.23299,1.232579,0.0
2025-11-20 15:57:18,0.006851,0.006851,0,1.232131,1.232869,0.0
2025-11-20 15:58:18,0.007387,0.007387,0,1.232869,1.232869,0.0
2025-11-20 15:59:18,0.007387,0.007387,0,1.232869,1.232703,0.0
2025-11-20 16:00:18,0.007553,0.007553,0,1.232703,1.232703,0.0
2025-11-20 16:01:18,0.007553,0.007553,0,1.232682,1.232682,0.0
2025-11-20 16:02:18,0.007706,0.007553,0,1.232682,1.232682,0.0
2025-11-20 16:03:18,0.007058,0.007553,0,1.232535,1.232535,0.0
2025-11-20 16:04:18,0.007706,0.007562,0,1.232535,1.232535,0.0
2025-11-20 16:05:18,0.007058,0.007562,0,1.232535,1.232535,0.0
2025-11-20 16:06:18,0.007562,0.007562,0,1.23266,1.23266,0.0
2025-11-20 16:07:18,0.007562,0.007562,0,1.232669,1.232669,0.0
2025-11-20 16:08:18,0.00798,0.007747,0,1.232707,1.232707,0.0
2025-11-20 16:09:18,0.007747,0.007747,0,1.232707,1.232707,0.0
2025-11-20 16:10:18,0.007747,0.007747,0,1.232707,1.232707,0.0
2025-11-20 16:11:18,0.007747,0.007747,0,1.232685,1.232685,0.0
2025-11-20 16:12:18,0.007467,0.007467,0,1.23237,1.23237,0.0
2025-11-20 16:13:18,0.007467,0.007467,0,1.232022,1.232022,0.0
2025-11-20 16:14:18,0.007269,0.007467,0,1.232022,1.232022,0.0
2025-11-20 16:15:18,0.007467,0.007467,0,1.232022,1.232022,0.0
2025-11-20 16:16:18,0.007467,0.007467,0,1.232199,1.232199,0.0
2025-11-20 16:17:18,0.007613,0.007613,0,1.232199,1.232199,0.0
2025-11-20 16:18:18,0.007613,0.007613,0,1.23228,1.23228,0.0
2025-11-20 16:19:18,0.008118,0.008118,0,1.23228,1.23228,0.0
2025-11-20 16:20:18,0.008577,0.008577,0,1.232389,1.23228,0.0
2025-11-20 16:21:18,0.008577,0.008577,0,1.232576,1.232389,0.0
2025-11-20 16:22:18,0.0088,0.008577,0,1.23228,1.232454,0.0
2025-11-20 16:23:18,0.008577,0.008577,0,1.232454,1.232454,0.0
2025-11-20 16:24:18,0.008417,0.008577,0,1.232576,1.232454,0.0
2025-11-20 16:25:18,0.008417,0.008577,0,1.232454,1.232454,0.0
2025-11-20 16:26:18,0.008695,0.008695,0,1.232454,1.232454,0.0
2025-11-20 16:27:18,0.008695,0.008695,0,1.232454,1.232454,0.0
2025-11-20 16:28:18,0.00873,0.008695,0,1.232647,1.232454,0.0
2025-11-20 16:29:18,0.00873,0.00873,0,1.232208,1.232208,0.0
2025-11-20 16:30:18,0.008695,0.00873,0,1.232208,1.232208,0.0
2025-11-20 16:31:18,0.00873,0.008695,0,1.232208,1.232208,0.0
2025-11-20 16:32:18,0.00859,0.00859,0,1.232392,1.232392,0.0
2025-11-20 16:33:18,0.008319,0.008319,0,1.232392,1.232392,0.0
2025-11-20 16:34:18,0.008319,0.008319,0,1.232392,1.232392,0.0
2025-11-20 16:35:18,0.008277,0.008319,0,1.232533,1.232529,0.0
2025-11-20 16:36:18,0.008277,0.008319,0,1.232529,1.232533,0.0
2025-11-20 16:37:18,0.008411,0.008411,0,1.232719,1.232719,0.0
2025-11-20 16:38:18,0.008599,0.008446,0,1.232719,1.232719,0.0
2025-11-20 16:39:18,0.008446,0.008446,0,1.232719,1.232719,0.0
2025-11-20 16:40:18,0.008446,0.008446,0,1.232623,1.232623,0.0
2025-11-20 16:41:18,0.008446,0.008446,0,1.232623,1.232623,0.0
2025-11-20 16:42:18,0.008446,0.008446,0,1.232623,1.232623,0.0
2025-11-20 16:43:18,0.008446,0.008446,0,1.232604,1.232623,0.0
2025-11-20 16:44:18,0.008839,0.008839,0,1.232623,1.232604,0.0
2025-11-20 16:45:18,0.00897,0.008839,0,1.232296,1.232296,0.0
2025-11-20 16:46:18,0.008839,0.00897,0,1.232296,1.232296,0.0
2025-11-20 16:47:18,0.009145,0.009072,0,1.23209,1.23209,0.0
2025-11-20 16:48:18,0.009145,0.009072,0,1.231505,1.231505,0.0
2025-11-20 16:49:18,0.009072,0.009104,0,1.231442,1.231442,0.0
2025-11-20 16:50:18,0.009072,0.009072,0,1.231259,1.231259,0.0
2025-11-20 16:51:18,0.009104,0.009072,0,1.231259,1.231259,0.0
2025-11-20 16:52:18,0.009072,0.009072,0,1.231256,1.231256,0.0
2025-11-20 16:53:18,0.008797,0.008797,0,1.231256,1.231256,0.0
2025-11-20 16:54:18,0.008797,0.008797,0,1.231256,1.231256,0.0
2025-11-20 16:55:18,0.008641,0.008641,0,1.232591,1.232591,0.0
2025-11-20 16:56:18,0.008641,0.008641,0,1.232604,1.232604,0.0
2025-11-20 16:57:18,0.008459,0.008459,0,1.232791,1.232791,0.0
2025-11-20 16:58:18,0.008405,0.008459,0,1.232791,1.232791,0.0
2025-11-20 16:59:18,0.008459,0.008459,0,1.232791,1.232791,0.0
2025-11-20 17:00:18,0.008459,0.008405,0,1.232894,1.232791,0.0
2025-11-20 17:01:18,0.008405,0.008405,0,1.232894,1.232791,0.0
2025-11-20 17:02:18,0.008086,0.008086,0,1.232249,1.232249,0.0
2025-11-20 17:03:18,0.007859,0.008086,0,1.232022,1.232022,0.0
2025-11-20 17:04:18,0.007859,0.007894,0,1.231972,1.232022,0.0
2025-11-20 17:05:18,0.008086,0.007894,0,1.231972,1.232022,0.0
2025-11-20 17:06:18,0.007894,0.007894,0,1.232022,1.232022,0.0
2025-11-20 17:07:18,0.007894,0.007894,0,1.232193,1.232193,0.0
2025-11-20 17:08:18,0.008536,0.007894,0,1.232249,1.232193,0.0
2025-11-20 17:09:18,0.007894,0.007894,0,1.232249,1.232249,0.0
2025-11-20 17:10:18,0.007894,0.007894,0,1.232193,1.232249,0.0
2025-11-20 17:11:18,0.007715,0.007715,0,1.232417,1.232417,0.0
2025-11-20 17:12:18,0.007623,0.007623,0,1.232417,1.232417,0.0
2025-11-20 17:13:18,0.007607,0.007607,0,1.232454,1.232454,0.0
2025-11-20 17:14:18,0.007607,0.007607,0,1.232458,1.232454,0.0
2025-11-20 17:15:18,0.007607,0.007607,0,1.232458,1.232454,0.0
2025-11-20 17:16:18,0.007658,0.007658,0,1.232454,1.232454,0.0
2025-11-20 17:17:18,0.007712,0.007712,0,1.231851,1.231851,0.0
2025-11-20 17:18:18,0.007888,0.007888,0,1.231851,1.231851,0.0
2025-11-20 17:19:18,0.007888,0.007888,0,1.231851,1.231851,0.0
2025-11-20 17:20:18,0.007888,0.007888,0,1.231851,1.231851,0.0
2025-11-20 17:21:18,0.007412,0.007412,0,1.231978,1.231978,0.0
2025-11-20 17:22:18,0.007409,0.007409,0,1.231978,1.231978,0.0
2025-11-20 17:23:18,0.007112,0.007112,0,1.231978,1.231978,0.0
2025-11-20 17:24:18,0.007112,0.007112,0,1.232047,1.232047,0.0
2025-11-20 17:25:18,0.007112,0.007112,0,1.232047,1.232047,0.0
2025-11-20 17:26:18,0.007112,0.007112,0,1.232047,1.232047,0.0
2025-11-20 17:27:18,0.007537,0.007537,0,1.232047,1.232047,0.0
2025-11-20 17:28:18,0.007763,0.007537,0,1.232012,1.232012,0.0
2025-11-20 17:29:18,0.007537,0.007537,0,1.232012,1.232012,0.0
2025-11-20 17:30:18,0.007218,0.007218,0,1.231944,1.231944,0.0
2025-11-20 17:31:18,0.007218,0.007218,0,1.231384,1.231832,0.0
2025-11-20 17:32:18,0.006797,0.006797,0,1.23143,1.23143,0.0
2025-11-20 17:33:18,0.006797,0.006797,0,1.231832,1.23143,0.0
2025-11-20 17:34:18,0.006461,0.006682,0,1.23143,1.23143,0.0
2025-11-20 17:35:18,0.006461,0.006682,0,1.23143,1.23143,0.0
2025-11-20 17:36:18,0.006682,0.006682,0,1.23143,1.23143,0.0
2025-11-20 17:37:18,0.00725,0.006682,0,1.231804,1.23143,0.0
2025-11-20 17:38:18,0.006682,0.006682,0,1.231358,1.23143,0.0
2025-11-20 17:39:18,0.006682,0.006682,0,1.231804,1.231489,0.0
2025-11-20 17:40:18,0.006477,0.006477,0,1.231358,1.231358,0.0
2025-11-20 17:41:18,0.006477,0.006477,0,1.231489,1.231358,0.0
2025-11-20 17:42:18,0.006477,0.006477,0,1.231262,1.231262,0.0
2025-11-20 17:43:18,0.006477,0.006477,0,1.231262,1.231262,0.0
2025-11-20 17:44:18,0.007163,0.007163,0,1.231262,1.231262,0.0
2025-11-20 17:45:18,0.007163,0.007163,0,1.231489,1.231262,0.0
2025-11-20 17:46:18,0.007195,0.007163,0,1.231237,1.231262,0.0
2025-11-20 17:47:18,0.006637,0.007163,0,1.231237,1.231237,0.0
2025-11-20 17:48:18,0.007195,0.007195,0,1.231533,1.231237,0.0
2025-11-20 17:49:18,0.006812,0.007195,0,1.231234,1.231234,0.0
2025-11-20 17:50:18,0.007195,0.007195,0,1.231063,1.231063,0.0
2025-11-20 17:51:18,0.007195,0.007195,0,1.231063,1.231063,0.0
2025-11-20 17:52:18,0.007489,0.007195,0,1.230904,1.230904,0.0
2025-11-20 17:53:18,0.007195,0.007195,0,1.230904,1.230904,0.0
2025-11-20 17:54:18,0.007195,0.007195,0,1.230898,1.230904,0.0
2025-11-20 17:55:18,0.006694,0.006694,0,1.230898,1.230904,0.0
2025-11-20 17:56:18,0.006611,0.006611,0,1.230976,1.230976,0.0
2025-11-20 17:57:18,0.006611,0.006611,0,1.231349,1.231349,0.0
2025-11-20 17:58:18,0.006455,0.006611,0,1.231349,1.231349,0.0
2025-11-20 17:59:18,0.006455,0.006611,0,1.231349,1.231349,0.0
2025-11-20 18:00:18,0.006621,0.006621,0,1.231324,1.231324,0.0
2025-11-20 18:01:18,0.006621,0.006621,0,1.230895,1.230895,0.0
2025-11-20 18:02:18,0.006621,0.006621,0,1.230456,1.230456,0.0
2025-11-20 18:03:18,0.006832,0.006832,0,1.230384,1.230456,0.0
2025-11-20 18:04:18,0.006832,0.006832,0,1.230384,1.230456,0.0
2025-11-20 18:05:18,0.006832,0.006832,0,1.230739,1.230727,0.0
2025-11-20 18:06:18,0.006841,0.006832,0,1.230727,1.230727,0.0
2025-11-20 18:07:18,0.006832,0.006832,0,1.230727,1.230727,0.0
2025-11-20 18:08:18,0.006506,0.006506,0,1.230727,1.230727,0.0
2025-11-20 18:09:18,0.006069,0.006069,0,1.230487,1.230487,0.0
2025-11-20 18:10:18,0.006069,0.006069,0,1.230487,1.230487,0.0
2025-11-20 18:11:18,0.006069,0.006069,0,1.230487,1.230487,0.0
2025-11-20 18:12:18,0.006461,0.006461,0,1.230592,1.230592,0.0
2025-11-20 18:13:18,0.006631,0.006631,0,1.230592,1.230592,0.0
2025-11-20 18:14:18,0.006742,0.006742,0,1.230917,1.230592,0.0
2025-11-20 18:15:18,0.006742,0.006742,0,1.230592,1.230917,0.0
2025-11-20 18:16:18,0.006969,0.006742,0,1.230917,1.230917,0.0
2025-11-20 18:17:18,0.006969,0.006742,0,1.231072,1.231072,0.0
2025-11-20 18:18:18,0.006739,0.006739,0,1.231072,1.231072,0.0
2025-11-20 18:19:18,0.006647,0.006647,0,1.231088,1.231072,0.0
2025-11-20 18:20:18,0.006647,0.006647,0,1.231088,1.231072,0.0
2025-11-20 18:21:18,0.006647,0.006647,0,1.230054,1.230552,0.0
2025-11-20 18:22:18,0.006647,0.006647,0,1.230054,1.230552,0.0
2025-11-20 18:23:18,0.006621,0.006621,0,1.230552,1.230552,0.0
2025-11-20 18:24:18,0.006379,0.006379,0,1.230552,1.230552,0.0
2025-11-20 18:25:18,0.006379,0.006379,0,1.230571,1.230571,0.0
2025-11-20 18:26:18,0.006379,0.006379,0,1.230932,1.230932,0.0
2025-11-20 18:27:18,0.006379,0.006379,0,1.230932,1.230932,0.0
2025-11-20 18:28:18,0.006663,0.006663,0,1.230932,1.230932,0.0
2025-11-20 18:29:18,0.006663,0.006663,0,1.230605,1.230605,0.0
2025-11-20 18:30:18,0.006717,0.006717,0,1.230499,1.230499,0.0
2025-11-20 18:31:18,0.006717,0.006717,0,1.230499,1.230499,0.0
2025-11-20 18:32:18,0.006717,0.006717,0,1.230499,1.230499,0.0
2025-11-20 18:33:18,0.00702,0.00702,0,1.230431,1.230431,0.0
2025-11-20 18:34:18,0.00702,0.00702,0,1.230431,1.230431,0.0
2025-11-20 18:35:18,0.00702,0.00702,0,1.230026,1.230026,0.0
2025-11-20 18:36:18,0.006879,0.006879,0,1.230026,1.230026,0.0
2025-11-20 18:37:18,0.006803,0.006803,0,1.230026,1.230026,0.0
2025-11-20 18:38:18,0.006229,0.006235,0,1.230287,1.230287,0.0
2025-11-20 18:39:18,0.006235,0.006229,0,1.230287,1.230287,0.0
2025-11-20 18:40:18,0.006229,0.006229,0,1.230287,1.230287,0.0
2025-11-20 18:41:18,0.006229,0.006235,0,1.230291,1.230287,0.0
2025-11-20 18:42:18,0.006235,0.006235,0,1.230291,1.230287,0.0
2025-11-20 18:43:18,0.007157,0.007157,0,1.229858,1.229985,0.0
2025-11-20 18:44:18,0.007157,0.007157,0,1.229985,1.229985,0.0
2025-11-20 18:45:18,0.007157,0.007157,0,1.229985,1.229858,0.0
2025-11-20 18:46:18,0.006752,0.006752,0,1.229758,1.229758,0.0
2025-11-20 18:47:18,0.006752,0.006752,0,1.229724,1.229724,0.0
2025-11-20 18:48:18,0.006513,0.006752,0,1.229724,1.229724,0.0
2025-11-20 18:49:18,0.006752,0.006752,0,1.229609,1.22968,0.0
2025-11-20 18:50:18,0.006436,0.006752,0,1.229609,1.22968,0.0
2025-11-20 18:51:18,0.006761,0.006761,0,1.22968,1.229668,0.0
2025-11-20 18:52:18,0.006809,0.006809,0,1.22968,1.229668,0.0
2025-11-20 18:53:18,0.006892,0.006892,0,1.229668,1.229668,0.0
2025-11-20 18:54:18,0.006892,0.006892,0,1.229668,1.229668,0.0
2025-11-20 18:55:18,0.007007,0.006892,0,1.229668,1.229668,0.0
2025-11-20 18:56:18,0.006892,0.006892,0,1.229562,1.229562,0.0
2025-11-20 18:57:18,0.006892,0.007007,0,1.22954,1.229562,0.0
2025-11-20 18:58:18,0.007065,0.006892,0,1.229562,1.229562,0.0
2025-11-20 18:59:18,0.007065,0.006892,0,1.230039,1.229715,0.0
2025-11-20 19:00:18,0.006554,0.006554,0,1.229715,1.230039,0.0
2025-11-20 19:01:18,0.006554,0.006554,0,1.230063,1.230063,0.0
2025-11-20 19:02:18,0.006554,0.006554,0,1.230319,1.230235,0.0
2025-11-20 19:03:18,0.006554,0.006554,0,1.230235,1.230235,0.0
2025-11-20 19:04:18,0.006809,0.006809,0,1.230235,1.230235,0.0
2025-11-20 19:05:18,0.007454,0.007454,0,1.230235,1.230235,0.0
2025-11-20 19:06:18,0.007454,0.007454,0,1.230017,1.230017,0.0
2025-11-20 19:07:18,0.007783,0.007783,0,1.230017,1.230017,0.0
2025-11-20 19:08:18,0.007783,0.007783,0,1.230017,1.230017,0.0
2025-11-20 19:09:18,0.008334,0.008334,0,1.230138,1.230138,0.0
2025-11-20 19:10:18,0.008698,0.008698,0,1.230266,1.230266,0.0
2025-11-20 19:11:18,0.008698,0.008698,0,1.230319,1.230266,0.0
2025-11-20 19:12:18,0.008698,0.008698,0,1.230266,1.230266,0.0
2025-11-20 19:13:18,0.008698,0.008698,0,1.230266,1.230266,0.0
2025-11-20 19:14:18,0.008698,0.008698,0,1.230154,1.230154,0.0
2025-11-20 19:15:18,0.008526,0.008526,0,1.230154,1.230154,0.0
2025-11-20 19:16:18,0.008526,0.008526,0,1.230126,1.230126,0.0
2025-11-20 19:17:18,0.008462,0.008462,0,1.229814,1.229886,0.0
2025-11-20 19:18:18,0.008191,0.008191,0,1.229814,1.229886,0.0
2025-11-20 19:19:18,0.008191,0.008191,0,1.229886,1.229886,0.0
2025-11-20 19:20:18,0.007929,0.007929,0,1.229886,1.229886,0.0
2025-11-20 19:21:18,0.00776,0.007929,0,1.229886,1.229886,0.0
2025-11-20 19:22:18,0.00776,0.00776,0,1.230076,1.229942,0.0
2025-11-20 19:23:18,0.007932,0.00776,0,1.229942,1.229942,0.0
2025-11-20 19:24:18,0.00776,0.007792,0,1.229942,1.229942,0.0
2025-11-20 19:25:18,0.007792,0.007862,0,1.229942,1.229942,0.0
2025-11-20 19:26:18,0.007862,0.007792,0,1.23039,1.229942,0.0
2025-11-20 19:27:18,0.007862,0.007792,0,1.229942,1.230147,0.0
2025-11-20 19:28:18,0.007792,0.007862,0,1.230147,1.23039,0.0
2025-11-20 19:29:18,0.007792,0.007792,0,1.23039,1.230147,0.0
2025-11-20 19:30:18,0.007862,0.007792,0,1.23039,1.230241,0.0
2025-11-20 19:31:18,0.007422,0.007792,0,1.230147,1.230241,0.0
2025-11-20 19:32:18,0.007422,0.007862,0,1.230241,1.230241,0.0
2025-11-20 19:33:18,0.008242,0.008242,0,1.230241,1.230147,0.0
2025-11-20 19:34:18,0.008315,0.008242,0,1.22974,1.22974,0.0
2025-11-20 19:35:18,0.008242,0.008242,0,1.229518,1.229518,0.0
2025-11-20 19:36:18,0.008242,0.008242,0,1.229518,1.229518,0.0
2025-11-20 19:37:18,0.007731,0.007731,0,1.2294,1.229518,0.0
2025-11-20 19:38:18,0.007447,0.007731,0,1.229518,1.2294,0.0
2025-11-20 19:39:18,0.007447,0.007731,0,1.229139,1.229139,0.0
2025-11-20 19:40:18,0.007731,0.007731,0,1.229139,1.229139,0.0
2025-11-20 19:41:18,0.007885,0.007885,0,1.228802,1.229139,0.0
2025-11-20 19:42:18,0.007885,0.007885,0,1.229139,1.229139,0.0
2025-11-20 19:43:18,0.007885,0.007885,0,1.229139,1.229139,0.0
2025-11-20 19:44:18,0.007588,0.007588,0,1.229366,1.229366,0.0
2025-11-20 19:45:18,0.007438,0.007438,0,1.229836,1.22959,0.0
2025-11-20 19:46:18,0.007438,0.007438,0,1.229836,1.22959,0.0
2025-11-20 19:47:18,0.007438,0.007438,0,1.22959,1.22959,0.0
2025-11-20 19:48:18,0.007438,0.007438,0,1.22959,1.22959,0.0
2025-11-20 19:49:18,0.008226,0.008226,0,1.22959,1.22959,0.0
2025-11-20 19:50:18,0.008226,0.008226,0,1.229572,1.22959,0.0
2025-11-20 19:51:18,0.008717,0.008717,0,1.22959,1.22959,0.0
2025-11-20 19:52:18,0.008839,0.008839,0,1.229979,1.229979,0.0
2025-11-20 19:53:18,0.009075,0.009075,0,1.23025,1.23025,0.0
2025-11-20 19:54:18,0.009075,0.009075,0,1.23025,1.23025,0.0
2025-11-20 19:55:18,0.009075,0.009075,0,1.230698,1.230415,0.0
2025-11-20 19:56:18,0.009075,0.009075,0,1.230418,1.230415,0.0
2025-11-20 19:57:18,0.009289,0.009075,0,1.230415,1.230415,0.0
2025-11-20 19:58:18,0.008628,0.009075,0,1.230415,1.230415,0.0
2025-11-20 19:59:18,0.008475,0.008628,0,1.230415,1.230415,0.0
2025-11-20 20:00:18,0.009107,0.008475,0,1.230362,1.230362,0.0
2025-11-20 20:01:18,0.008274,0.008274,0,1.230039,1.230039,0.0
2025-11-20 20:02:18,0.008274,0.008274,0,1.230004,1.230039,0.0
2025-11-20 20:03:18,0.008274,0.008274,0,1.230039,1.230035,0.0
2025-11-20 20:04:18,0.008252,0.008252,0,1.230035,1.230035,0.0
2025-11-20 20:05:18,0.008229,0.008229,0,1.230035,1.230035,0.0
2025-11-20 20:06:18,0.008124,0.008229,0,1.230035,1.230035,0.0
2025-11-20 20:07:18,0.008124,0.008124,0,1.230035,1.230035,0.0
2025-11-20 20:08:18,0.008252,0.008124,0,1.228961,1.229217,0.0
2025-11-20 20:09:18,0.008124,0.008252,0,1.228961,1.229217,0.0
2025-11-20 20:10:18,0.008277,0.008277,0,1.229217,1.229217,0.0
2025-11-20 20:11:18,0.008469,0.008293,0,1.229217,1.229217,0.0
2025-11-20 20:12:18,0.008469,0.008469,0,1.229257,1.229257,0.0
2025-11-20 20:13:18,0.008293,0.008469,0,1.229257,1.229257,0.0
2025-11-20 20:14:18,0.008469,0.008293,0,1.229257,1.229257,0.0
2025-11-20 20:15:18,0.008293,0.008293,0,1.2295,1.2295,0.0
2025-11-20 20:16:18,0.008165,0.008293,0,1.229727,1.229727,0.0
2025-11-20 20:17:18,0.008293,0.008293,0,1.229727,1.229727,0.0
2025-11-20 20:18:18,0.008593,0.008165,0,1.229764,1.229764,0.0
2025-11-20 20:19:18,0.008165,0.008165,0,1.229764,1.229764,0.0
2025-11-20 20:20:18,0.008165,0.008165,0,1.229764,1.229764,0.0
2025-11-20 20:21:18,0.00806,0.00806,0,1.229428,1.229428,0.0
2025-11-20 20:22:18,0.00806,0.00806,0,1.229257,1.229257,0.0
2025-11-20 20:23:18,0.007913,0.00806,0,1.229151,1.229151,0.0
2025-11-20 20:24:18,0.00806,0.00806,0,1.229151,1.229151,0.0
2025-11-20 20:25:18,0.008405,0.00806,0,1.228802,1.229151,0.0
2025-11-20 20:26:18,0.008405,0.00806,0,1.228802,1.229151,0.0
2025-11-20 20:27:18,0.007974,0.007974,0,1.229151,1.229151,0.0
2025-11-20 20:28:18,0.007974,0.007974,0,1.229543,1.229543,0.0
2025-11-20 20:29:18,0.007897,0.007897,0,1.229628,1.229628,0.0
2025-11-20 20:30:18,0.007869,0.007869,0,1.229746,1.229628,0.0
2025-11-20 20:31:18,0.007869,0.007869,0,1.229628,1.229628,0.0
2025-11-20 20:32:18,0.0077,0.0077,0,1.229543,1.229628,0.0
2025-11-20 20:33:18,0.0077,0.0077,0,1.229733,1.229543,0.0
2025-11-20 20:34:18,0.0077,0.0077,0,1.229245,1.229245,0.0
2025-11-20 20:35:18,0.007987,0.0077,0,1.229219,1.229245,0.0
2025-11-20 20:36:18,0.0077,0.0077,0,1.22921,1.229245,0.0
2025-11-20 20:37:18,0.007591,0.0077,0,1.229245,1.229219,0.0
2025-11-20 20:38:18,0.007894,0.007591,0,1.229245,1.229245,0.0
2025-11-20 20:39:18,0.007537,0.007591,0,1.229173,1.229245,0.0
2025-11-20 20:40:18,0.007537,0.007894,0,1.229245,1.229245,0.0
2025-11-20 20:41:18,0.007894,0.007894,0,1.229245,1.229173,0.0
2025-11-20 20:42:18,0.008102,0.008102,0,1.229055,1.229245,0.0
